Customer_ID,Account_Balance,Transaction_Amount,Reported_Amount,Currency,Country,Transaction_Date,Risk_Score
3748,32733,22293,22293,INR,UK,10-03-2025,1
3749,52183,27380,27380,USD,US,28-02-2025,1
3750,-2632,263,263,AUD,US,06-03-2025,4
3751,50541,37550,37550,AUD,DE,12-03-2025,1
3752,59703,5395,5395,CAD,US,24-02-2025,1
3753,26928,18272,18272,INR,UK,10-03-2025,1
3754,33146,23515,23515,JPY,JP,18-03-2025,1
3755,-10000,1000,1000,JPY,CA,28-02-2025,4
3756,76318,39871,39871,USD,DE,03-03-2025,1
3757,39303,41976,41976,CAD,US,06-03-2025,1
3758,47772,22399,22399,INR,AU,26-02-2025,1
3759,38891,28310,28310,INR,AU,20-02-2025,1
3760,43444,36811,36811,GBP,JP,20-03-2025,1
3761,40896,26887,26887,JPY,IN,17-03-2025,1
3762,27527,46667,46667,USD,DE,04-03-2025,3
3763,115516,7835,7169,CAD,DE,03-03-2025,3
3764,65915,2860,2860,GBP,IN,20-02-2025,1
3765,71654,19321,19321,USD,UK,13-03-2025,1
3766,11103,24818,24818,EUR,DE,22-02-2025,1
3767,19320,45523,42135,GBP,JP,04-03-2025,3
3768,40184,32878,32878,USD,JP,09-03-2025,1
3769,46299,8105,8105,GBP,DE,17-03-2025,1
3770,40535,5281,5281,USD,UK,12-03-2025,1
3771,-7248,724,724,CAD,IN,16-03-2025,4
3772,12180,22320,22320,INR,DE,28-02-2025,1
3773,14046,41707,41707,EUR,DE,05-03-2025,1
3774,43676,28195,28195,AUD,AU,14-03-2025,1
3775,15721,4872,4872,EUR,CA,06-03-2025,1
3776,19919,5939,5939,GBP,UK,27-02-2025,1
3777,17733,20046,20046,CAD,UK,20-02-2025,1
3778,49541,38194,38194,JPY,JP,20-02-2025,1
3779,70069,31401,31401,GBP,AU,22-02-2025,1
3780,-1328,132,132,INR,UK,12-03-2025,4
3781,54371,4803,4530,GBP,JP,11-03-2025,3
3782,-5144,514,514,AUD,DE,22-02-2025,4
3783,50424,2698,2449,USD,AU,20-02-2025,3
3784,-10000,1000,1000,AUD,UK,17-03-2025,4
3785,76496,26808,24437,INR,DE,25-02-2025,3
3786,17414,25434,25434,CAD,CA,23-02-2025,1
3787,34875,10824,10824,AUD,CA,14-03-2025,1
3788,31247,49275,49275,EUR,UK,07-03-2025,1
3789,75687,13543,12594,USD,IN,12-03-2025,3
3790,3645,46190,46190,GBP,JP,22-02-2025,1
3791,25233,3504,3504,JPY,JP,16-03-2025,1
3792,32747,30752,28664,AUD,AU,20-03-2025,3
3793,61956,10,10,JPY,UK,21-02-2025,1
3794,33,19070,19070,USD,DE,05-03-2025,1
3795,27527,25321,25321,GBP,UK,23-02-2025,3
3796,-10000,1000,1000,JPY,JP,01-03-2025,4
3797,53033,29133,29133,AUD,AU,04-03-2025,1
3798,29885,8735,8735,USD,IN,27-02-2025,1
3799,24687,23674,22351,AUD,JP,23-02-2025,3
3800,-3024,302,302,USD,AU,16-03-2025,4
3801,29660,24913,24913,USD,CA,12-03-2025,1
3802,45352,34415,34415,USD,DE,06-03-2025,1
3803,22952,49591,49591,GBP,DE,04-03-2025,1
3804,73468,4306,4306,JPY,IN,16-03-2025,1
3805,57308,25539,25539,AUD,DE,21-03-2025,1
3806,22466,39029,39029,AUD,DE,25-02-2025,1
3807,51826,4517,4517,USD,US,05-03-2025,1
3808,29636,12426,12426,USD,JP,05-03-2025,1
3809,38144,47256,47256,EUR,CA,21-03-2025,1
3810,18915,19344,19344,USD,DE,08-03-2025,1
3811,33568,19866,19866,CAD,US,18-03-2025,1
3812,-10000,1000,917,USD,CA,20-02-2025,6
3813,-1297,129,122,INR,JP,05-03-2025,6
3814,69346,26568,26568,USD,US,25-02-2025,1
3815,15699,18560,18560,AUD,US,23-02-2025,1
3816,-10000,1000,1000,GBP,UK,03-03-2025,4
3817,86347,30529,30529,GBP,AU,08-03-2025,1
3818,16568,31767,31767,CAD,IN,16-03-2025,1
3819,46276,34390,34390,USD,DE,11-03-2025,1
3820,8915,4222,4222,GBP,DE,22-02-2025,1
3821,60162,3137,3137,AUD,IN,13-03-2025,1
3822,27355,10,10,AUD,AU,14-03-2025,1
3823,-10000,1000,1000,USD,US,20-02-2025,4
3824,101211,40548,40548,GBP,AU,22-02-2025,1
3825,6325,37281,37281,CAD,DE,10-03-2025,1
3826,15886,45974,45974,EUR,DE,16-03-2025,1
3827,-10000,1000,1000,AUD,CA,24-02-2025,4
3828,-10000,1000,1000,USD,CA,06-03-2025,4
3829,66309,9444,9444,USD,US,02-03-2025,1
3830,34603,45206,45206,EUR,US,12-03-2025,1
3831,-10000,1000,1000,GBP,US,20-02-2025,4
3832,13717,33487,33487,GBP,JP,01-03-2025,1
3833,40672,33604,33604,JPY,US,19-03-2025,1
3834,48711,32286,32286,EUR,IN,15-03-2025,1
3835,-4416,441,416,AUD,UK,12-03-2025,6
3836,8871,21561,21561,EUR,US,01-03-2025,1
3837,3027,16486,16486,INR,US,20-02-2025,1
3838,13768,16419,16419,GBP,JP,10-03-2025,1
3839,35210,11312,11312,CAD,IN,16-03-2025,1
3840,56181,28846,28846,USD,CA,20-03-2025,1
3841,35545,16071,16071,EUR,DE,10-03-2025,1
3842,36672,45513,41717,CAD,US,12-03-2025,3
3843,20301,502,502,INR,CA,11-03-2025,1
3844,-10000,1000,1000,GBP,DE,27-02-2025,4
3845,21982,48621,48621,USD,UK,18-03-2025,1
3846,12003,6036,6036,INR,AU,27-02-2025,1
3847,2638,45845,45845,EUR,CA,21-03-2025,1
3848,27782,31269,28928,USD,US,21-03-2025,3
3849,-10000,1000,1000,CAD,AU,08-03-2025,4
3850,10588,35777,35777,CAD,UK,20-03-2025,1
3851,2592,44225,44225,USD,DE,19-03-2025,1
3852,-2799,279,259,JPY,US,02-03-2025,6
3853,47864,37014,37014,USD,US,10-03-2025,1
3854,31605,40316,40316,USD,IN,04-03-2025,1
3855,43920,10678,10678,EUR,CA,19-03-2025,1
3856,42458,36434,36434,USD,IN,08-03-2025,3
3857,-8023,802,802,JPY,US,18-03-2025,4
3858,66215,20960,20960,JPY,UK,14-03-2025,1
3859,10165,37764,37764,CAD,JP,15-03-2025,1
3860,67492,2713,2570,CAD,UK,17-03-2025,3
3861,13539,24511,24511,USD,IN,10-03-2025,1
3862,-10000,1000,1000,GBP,IN,24-02-2025,4
3863,-10000,1000,1000,USD,JP,18-03-2025,6
3864,61043,29841,29841,JPY,IN,25-02-2025,1
3865,46608,10,10,JPY,IN,04-03-2025,1
3866,518,13513,13513,CAD,AU,05-03-2025,1
3867,34973,6459,6459,EUR,DE,21-02-2025,1
3868,61868,12444,12444,EUR,JP,17-03-2025,1
3869,85340,37940,37940,GBP,IN,08-03-2025,1
3870,32621,26606,26606,EUR,AU,04-03-2025,1
3871,38681,49526,49526,AUD,AU,09-03-2025,1
3872,21368,38500,38500,AUD,UK,02-03-2025,1
3873,27636,24161,24161,USD,IN,19-03-2025,1
3874,47703,48846,48846,USD,US,04-03-2025,1
3875,-10000,1000,903,AUD,JP,08-03-2025,6
3876,50381,36024,36024,JPY,CA,09-03-2025,1
3877,27527,39727,39727,CAD,AU,28-02-2025,3
3878,824,8258,8258,USD,AU,09-03-2025,1
3879,954,43282,43282,JPY,UK,28-02-2025,1
3880,95094,7010,7010,USD,CA,17-03-2025,1
3881,73491,664,664,USD,AU,08-03-2025,1
3882,-3644,364,364,USD,US,01-03-2025,4
3883,36835,1572,1458,USD,CA,25-02-2025,3
3884,35384,1206,1206,USD,US,07-03-2025,1
3885,89065,10238,10238,EUR,DE,10-03-2025,1
3886,11481,12303,11406,JPY,DE,27-02-2025,3
3887,-10000,1000,1000,USD,UK,07-03-2025,4
3888,27527,12070,11431,USD,AU,07-03-2025,5
3889,17461,35050,35050,JPY,JP,28-02-2025,1
3890,43476,9307,9307,CAD,UK,18-03-2025,1
3891,57832,4246,4246,JPY,CA,01-03-2025,1
3892,68035,44573,41463,CAD,AU,05-03-2025,3
3893,66877,23403,21352,USD,US,09-03-2025,3
3894,50364,14427,14427,USD,DE,23-02-2025,1
3895,64700,25223,25223,AUD,US,20-02-2025,1
3896,-10000,1000,1000,CAD,US,06-03-2025,4
3897,17992,37422,37422,JPY,CA,22-02-2025,1
3898,27402,5593,5593,JPY,DE,06-03-2025,1
3899,43424,471,471,EUR,AU,04-03-2025,1
3900,4734,39575,37365,EUR,CA,08-03-2025,3
3901,3235,10,9,USD,DE,19-03-2025,6
3902,14522,38209,36233,CAD,JP,06-03-2025,3
3903,42729,20394,20394,AUD,US,05-03-2025,1
3904,-10000,1000,1000,JPY,DE,20-03-2025,4
3905,26506,48874,48874,USD,UK,14-03-2025,1
3906,1390,31491,31491,GBP,US,06-03-2025,1
3907,-3501,350,350,AUD,AU,23-02-2025,4
3908,39034,48487,48487,CAD,AU,17-03-2025,1
3909,27527,3485,3485,USD,JP,17-03-2025,3
3910,34477,35215,35215,AUD,JP,22-02-2025,1
3911,33226,44938,44938,USD,AU,24-02-2025,1
3912,77160,20544,20544,JPY,US,12-03-2025,1
3913,69239,28713,28713,JPY,IN,13-03-2025,1
3914,-10000,1000,1000,CAD,CA,08-03-2025,4
3915,9746,27438,27438,AUD,US,02-03-2025,1
3916,13994,27848,25885,EUR,UK,17-03-2025,3
3917,-10000,1000,1000,USD,CA,27-02-2025,4
3918,124441,10,10,INR,JP,12-03-2025,1
3919,30855,32065,32065,USD,CA,16-03-2025,1
3920,-10000,1000,1000,EUR,DE,12-03-2025,4
3921,65279,14794,14794,CAD,AU,02-03-2025,1
3922,31943,35023,35023,GBP,DE,24-02-2025,1
3923,66,5338,5338,USD,AU,15-03-2025,1
3924,52059,8593,8593,AUD,AU,04-03-2025,1
3925,59897,27116,27116,AUD,US,03-03-2025,1
3926,51873,38725,38725,CAD,DE,20-03-2025,1
3927,46729,49505,49505,INR,US,25-02-2025,1
3928,1956,46161,46161,AUD,IN,10-03-2025,1
3929,-10000,1000,1000,GBP,DE,26-02-2025,4
3930,-10000,1000,1000,USD,AU,02-03-2025,4
3931,10194,47696,47696,JPY,UK,25-02-2025,1
3932,-10000,1000,1000,INR,CA,19-03-2025,4
3933,91517,43580,43580,AUD,AU,27-02-2025,1
3934,-8354,835,835,JPY,UK,16-03-2025,4
3935,20417,5228,5228,AUD,CA,08-03-2025,1
3936,32045,49064,49064,USD,JP,23-02-2025,1
3937,66509,39620,39620,EUR,DE,01-03-2025,1
3938,44610,10812,10812,JPY,US,04-03-2025,1
3939,34205,17228,17228,INR,IN,21-03-2025,1
3940,110585,49179,46262,JPY,CA,22-02-2025,3
3941,84615,23166,21074,EUR,UK,08-03-2025,3
3942,41282,36058,36058,USD,JP,06-03-2025,1
3943,37527,16553,16553,AUD,US,03-03-2025,1
3944,22455,4180,3894,EUR,UK,25-02-2025,3
3945,53128,42679,42679,GBP,CA,01-03-2025,1
3946,13939,33453,33453,USD,DE,17-03-2025,1
3947,746,32853,32853,JPY,CA,20-03-2025,1
3948,76923,36164,36164,JPY,JP,03-03-2025,1
3949,-115,11,11,AUD,JP,09-03-2025,4
3950,25898,49484,49484,CAD,US,20-03-2025,1
3951,13338,39208,39208,EUR,JP,15-03-2025,1
3952,24782,48398,48398,USD,UK,19-03-2025,1
3953,34382,39517,39517,EUR,US,06-03-2025,1
3954,27397,13041,11830,USD,UK,01-03-2025,3
3955,-4102,410,410,EUR,UK,22-02-2025,4
3956,12602,23224,23224,AUD,AU,22-02-2025,1
3957,50529,12545,12545,INR,DE,21-03-2025,1
3958,35162,17075,17075,INR,JP,10-03-2025,1
3959,41286,16138,16138,USD,DE,02-03-2025,1
3960,59455,24724,24724,AUD,AU,16-03-2025,1
3961,46435,10,10,USD,IN,11-03-2025,1
3962,5787,13101,13101,EUR,IN,12-03-2025,1
3963,38782,37508,37508,INR,CA,26-02-2025,3
3964,37908,25928,25928,EUR,CA,11-03-2025,1
3965,-10000,1000,1000,JPY,DE,15-03-2025,4
3966,-10000,1000,1000,USD,IN,06-03-2025,4
3967,43062,33062,33062,INR,IN,16-03-2025,1
3968,7089,41266,41266,JPY,DE,22-02-2025,1
3969,10698,2911,2911,USD,DE,01-03-2025,1
3970,36944,28722,28722,INR,AU,16-03-2025,1
3971,27718,148,148,JPY,DE,19-03-2025,1
3972,25147,24168,24168,EUR,DE,04-03-2025,1
3973,80590,9607,9607,EUR,IN,13-03-2025,1
3974,18251,12148,12148,INR,JP,12-03-2025,1
3975,36472,47024,47024,CAD,AU,05-03-2025,1
3976,6165,18136,18136,GBP,UK,22-02-2025,1
3977,64132,31852,31852,GBP,UK,19-03-2025,1
3978,39190,32218,32218,USD,JP,27-02-2025,1
3979,90053,41725,41725,USD,DE,12-03-2025,1
3980,32285,26664,26664,AUD,US,17-03-2025,1
3981,38220,37606,37606,AUD,US,20-03-2025,1
3982,25753,26407,26407,AUD,DE,25-02-2025,1
3983,83322,31174,31174,JPY,UK,22-02-2025,1
3984,40333,31182,31182,CAD,US,27-02-2025,1
3985,24257,28262,28262,JPY,JP,19-03-2025,1
3986,-4734,473,473,CAD,US,22-02-2025,4
3987,-10000,1000,1000,AUD,JP,01-03-2025,4
3988,30448,9470,9470,EUR,US,05-03-2025,1
3989,16357,47982,47982,GBP,UK,13-03-2025,1
3990,-10000,1000,1000,USD,DE,21-03-2025,4
3991,12533,31259,31259,AUD,CA,22-02-2025,1
3992,-9960,996,996,GBP,CA,17-03-2025,4
3993,86692,11866,11866,JPY,AU,24-02-2025,1
3994,24936,25027,25027,GBP,US,13-03-2025,1
3995,71352,34566,34566,EUR,AU,27-02-2025,1
3996,43263,14159,14159,USD,US,13-03-2025,1
3997,63497,46850,46850,EUR,AU,16-03-2025,1
3998,109314,31423,31423,USD,CA,16-03-2025,1
3999,56354,15351,15351,EUR,AU,06-03-2025,1
4000,141750,43827,40792,JPY,CA,13-03-2025,3
4001,49466,5395,5395,CAD,AU,05-03-2025,1
4002,70729,33125,33125,INR,DE,09-03-2025,1
4003,27527,2670,2498,AUD,JP,20-02-2025,5
4004,-10000,1000,1000,EUR,AU,19-03-2025,4
4005,-10000,1000,1000,EUR,US,13-03-2025,4
4006,58727,41502,41502,AUD,IN,08-03-2025,1
4007,9828,47410,43308,CAD,CA,19-03-2025,3
4008,15045,9805,9805,GBP,JP,18-03-2025,1
4009,14507,20206,20206,JPY,JP,02-03-2025,1
4010,27527,18952,18952,INR,JP,08-03-2025,3
4011,86334,26557,24415,INR,AU,04-03-2025,3
4012,-4310,431,431,USD,AU,21-03-2025,4
4013,44633,7202,7202,CAD,CA,02-03-2025,1
4014,44631,16647,16647,USD,IN,21-02-2025,1
4015,-10000,1000,1000,INR,IN,21-02-2025,4
4016,47765,43948,43948,INR,UK,26-02-2025,1
4017,-10000,1000,1000,AUD,CA,03-03-2025,4
4018,23955,38705,38705,JPY,UK,17-03-2025,1
4019,13486,8265,8265,INR,UK,25-02-2025,1
4020,29084,35424,32452,USD,CA,26-02-2025,3
4021,48672,24675,24675,USD,DE,14-03-2025,1
4022,-4263,426,426,USD,AU,22-02-2025,4
4023,6349,555,555,INR,IN,22-02-2025,1
4024,-10000,1000,1000,JPY,DE,22-02-2025,4
4025,-10000,1000,1000,AUD,DE,15-03-2025,4
4026,54315,14855,14855,EUR,IN,20-02-2025,1
4027,13941,39815,39815,USD,IN,25-02-2025,1
4028,59672,4545,4545,EUR,UK,24-02-2025,1
4029,-6765,676,676,USD,US,23-02-2025,4
4030,-334,33,33,JPY,AU,01-03-2025,4
4031,66579,15605,15605,EUR,DE,06-03-2025,1
4032,35357,12952,12952,GBP,IN,11-03-2025,1
4033,-10000,1000,1000,AUD,IN,23-02-2025,4
4034,6972,7191,7191,JPY,CA,22-02-2025,1
4035,57919,39863,39863,USD,CA,14-03-2025,1
4036,21167,13679,13679,INR,AU,16-03-2025,1
4037,70634,37622,37622,AUD,CA,09-03-2025,1
4038,-10000,1000,1000,EUR,UK,11-03-2025,4
4039,70494,32341,32341,INR,CA,22-02-2025,1
4040,-10000,1000,1000,CAD,UK,07-03-2025,4
4041,35926,40459,40459,USD,CA,21-03-2025,1
4042,60996,23402,21196,EUR,DE,18-03-2025,3
4043,31809,39323,39323,EUR,CA,02-03-2025,1
4044,47591,38008,38008,CAD,US,05-03-2025,1
4045,63756,9475,8545,AUD,US,14-03-2025,3
4046,44122,25753,25753,CAD,CA,21-02-2025,1
4047,16031,44898,44898,EUR,JP,26-02-2025,1
4048,19044,29027,26243,CAD,JP,21-02-2025,3
4049,-3007,300,300,JPY,UK,15-03-2025,4
4050,-10000,1000,1000,JPY,AU,21-02-2025,4
4051,74174,38233,38233,CAD,AU,04-03-2025,1
4052,49076,41492,41492,JPY,DE,27-02-2025,1
4053,78830,48657,48657,JPY,CA,19-03-2025,1
4054,48895,36300,34457,AUD,JP,06-03-2025,3
4055,14524,12094,12094,USD,DE,10-03-2025,1
4056,-10000,1000,1000,CAD,US,24-02-2025,4
4057,8821,2265,2265,GBP,UK,11-03-2025,1
4058,51255,49893,49893,USD,DE,22-02-2025,1
4059,1721,30347,28282,CAD,AU,16-03-2025,3
4060,74226,12156,12156,AUD,US,17-03-2025,1
4061,14279,1900,1900,EUR,US,25-02-2025,1
4062,-10000,1000,1000,CAD,DE,12-03-2025,4
4063,15951,43988,43988,JPY,DE,21-03-2025,1
4064,35417,70,70,AUD,JP,01-03-2025,1
4065,87880,45762,41787,EUR,JP,07-03-2025,3
4066,31227,1834,1834,JPY,CA,11-03-2025,1
4067,4974,34965,34965,INR,IN,25-02-2025,1
4068,77766,9408,8917,INR,AU,21-03-2025,3
4069,68203,1013,1013,JPY,US,08-03-2025,1
4070,23318,38647,38647,INR,IN,11-03-2025,1
4071,-10000,1000,910,AUD,JP,24-02-2025,6
4072,6396,33274,33274,JPY,US,15-03-2025,1
4073,53109,40426,40426,GBP,DE,24-02-2025,1
4074,71750,40296,37680,EUR,US,18-03-2025,3
4075,32264,232,232,USD,DE,08-03-2025,1
4076,24157,13582,13582,USD,UK,22-02-2025,1
4077,8868,26590,26590,AUD,DE,21-02-2025,1
4078,53815,31259,31259,USD,US,23-02-2025,1
4079,-9129,912,843,JPY,CA,23-02-2025,6
4080,27527,17549,17549,JPY,JP,14-03-2025,3
4081,76158,43805,43805,AUD,DE,27-02-2025,1
4082,61893,31806,31806,GBP,DE,22-02-2025,1
4083,80196,30271,30271,JPY,IN,14-03-2025,1
4084,3901,32805,32805,AUD,UK,28-02-2025,1
4085,-10000,1000,1000,AUD,AU,04-03-2025,4
4086,80027,8278,8278,CAD,UK,20-02-2025,1
4087,53502,37036,37036,USD,DE,12-03-2025,1
4088,63837,9115,9115,INR,IN,18-03-2025,1
4089,54016,33194,33194,EUR,IN,15-03-2025,1
4090,93425,6958,6958,JPY,CA,06-03-2025,1
4091,52466,43245,43245,USD,US,23-02-2025,1
4092,34648,12434,12434,EUR,CA,25-02-2025,1
4093,38773,10,10,CAD,AU,15-03-2025,1
4094,35463,11274,11274,EUR,UK,25-02-2025,1
4095,83536,10,10,JPY,DE,09-03-2025,1
4096,72015,20135,20135,CAD,DE,24-02-2025,1
4097,83890,14581,14581,AUD,DE,19-03-2025,1
4098,-10000,1000,1000,JPY,US,26-02-2025,4
4099,18941,11672,11672,JPY,DE,04-03-2025,1
4100,-4643,464,464,AUD,DE,13-03-2025,4
4101,94260,46182,46182,GBP,AU,03-03-2025,1
4102,1415,47435,47435,AUD,IN,18-03-2025,1
4103,49456,40472,40472,USD,AU,25-02-2025,1
4104,98987,42604,42604,JPY,IN,14-03-2025,1
4105,39896,21267,19822,AUD,IN,05-03-2025,3
4106,15020,21667,21667,EUR,JP,07-03-2025,1
4107,35475,45483,45483,GBP,US,19-03-2025,1
4108,-10000,1000,1000,USD,CA,16-03-2025,4
4109,-10000,1000,1000,INR,CA,28-02-2025,4
4110,47857,13386,13386,JPY,IN,27-02-2025,1
4111,-10000,1000,1000,AUD,JP,20-03-2025,4
4112,25585,28824,28824,JPY,US,05-03-2025,1
4113,23081,28877,28877,INR,CA,08-03-2025,1
4114,97883,15350,13920,JPY,AU,09-03-2025,3
4115,46735,15923,15923,AUD,US,26-02-2025,1
4116,17723,15499,15499,AUD,UK,08-03-2025,1
4117,61502,10,10,USD,CA,25-02-2025,1
4118,34387,16754,16754,GBP,IN,14-03-2025,1
4119,-10000,1000,1000,AUD,UK,12-03-2025,4
4120,38287,10,10,EUR,JP,22-02-2025,1
4121,33302,27322,27322,INR,CA,21-03-2025,1
4122,30809,23982,21926,CAD,JP,23-02-2025,3
4123,43834,12107,10995,USD,JP,20-03-2025,3
4124,65869,26402,26402,USD,CA,25-02-2025,1
4125,40859,38768,36668,INR,AU,18-03-2025,3
4126,-10000,1000,1000,GBP,DE,06-03-2025,4
4127,-10000,1000,1000,CAD,US,27-02-2025,4
4128,14131,14549,14549,GBP,DE,11-03-2025,1
4129,11650,3831,3831,EUR,AU,26-02-2025,1
4130,40431,32688,29853,EUR,IN,01-03-2025,3
4131,75059,22519,20267,EUR,CA,07-03-2025,6
4132,83526,1173,1173,CAD,AU,25-02-2025,1
4133,4558,30393,27617,GBP,UK,20-02-2025,3
4134,-10000,1000,1000,JPY,DE,28-02-2025,4
4135,29611,33672,33672,CAD,JP,27-02-2025,1
4136,66688,37886,37886,JPY,AU,21-03-2025,1
4137,11885,33605,31904,AUD,UK,28-02-2025,3
4138,29409,6121,6121,JPY,CA,24-02-2025,1
4139,21439,43373,39182,INR,AU,02-03-2025,3
4140,83933,16023,16023,INR,JP,12-03-2025,1
4141,109592,28835,28835,INR,US,09-03-2025,1
4142,51098,4325,4325,INR,JP,01-03-2025,1
4143,51918,45066,40823,GBP,JP,25-02-2025,3
4144,-10000,1000,1000,INR,US,06-03-2025,4
4145,12227,42208,42208,EUR,IN,07-03-2025,1
4146,58803,45016,45016,INR,IN,17-03-2025,1
4147,41711,39486,39486,USD,DE,26-02-2025,1
4148,45484,42374,42374,JPY,US,23-02-2025,1
4149,-10000,1000,1000,USD,IN,05-03-2025,4
4150,-10000,1000,1000,USD,AU,03-03-2025,4
4151,97018,26802,26802,AUD,US,09-03-2025,1
4152,21874,13172,13172,EUR,UK,20-03-2025,1
4153,-10000,1000,1000,GBP,CA,14-03-2025,4
4154,22810,30536,30536,EUR,CA,21-03-2025,1
4155,-10000,1000,1000,CAD,IN,20-03-2025,4
4156,-10000,1000,1000,GBP,JP,13-03-2025,4
4157,631,28597,26223,EUR,DE,24-02-2025,3
4158,-10000,1000,1000,GBP,CA,10-03-2025,4
4159,-10000,1000,1000,INR,AU,13-03-2025,4
4160,54294,7742,7742,EUR,IN,21-03-2025,1
4161,6304,7501,7501,USD,AU,14-03-2025,1
4162,61114,7958,7958,USD,IN,23-02-2025,1
4163,28503,16037,16037,EUR,UK,15-03-2025,1
4164,-10000,1000,1000,USD,US,02-03-2025,4
4165,26129,16689,16689,GBP,CA,27-02-2025,1
4166,77669,29934,27300,INR,CA,24-02-2025,3
4167,23624,2520,2520,INR,AU,22-02-2025,1
4168,1341,13127,13127,INR,JP,12-03-2025,1
4169,-10000,1000,1000,USD,CA,21-03-2025,4
4170,6548,32446,32446,JPY,AU,07-03-2025,1
4171,-10000,1000,1000,JPY,JP,19-03-2025,4
4172,10143,10,9,EUR,UK,04-03-2025,6
4173,-10000,1000,1000,JPY,US,26-02-2025,4
4174,-10000,1000,1000,JPY,DE,25-02-2025,4
4175,48485,45685,45685,JPY,US,01-03-2025,1
4176,32358,26596,26596,JPY,JP,17-03-2025,1
4177,15289,42459,42459,USD,CA,01-03-2025,1
4178,-10000,1000,1000,INR,DE,05-03-2025,4
4179,85832,15000,15000,GBP,JP,21-03-2025,1
4180,104841,41530,41530,USD,AU,26-02-2025,1
4181,-10000,1000,1000,CAD,IN,26-02-2025,4
4182,57958,38380,38380,CAD,JP,04-03-2025,1
4183,-10000,1000,1000,CAD,AU,19-03-2025,4
4184,46229,10,10,JPY,UK,20-03-2025,1
4185,-10000,1000,1000,JPY,IN,26-02-2025,4
4186,5156,18579,18579,USD,US,10-03-2025,1
4187,33974,39512,39512,GBP,IN,13-03-2025,1
4188,41062,19945,19945,INR,DE,13-03-2025,1
4189,-9221,922,922,JPY,US,20-02-2025,4
4190,48265,23853,23853,EUR,US,28-02-2025,1
4191,24132,10585,10585,AUD,UK,11-03-2025,1
4192,-10000,1000,1000,GBP,CA,24-02-2025,4
4193,-10000,1000,1000,AUD,DE,24-02-2025,4
4194,85864,6531,6531,AUD,JP,16-03-2025,1
4195,33729,31127,31127,JPY,IN,13-03-2025,1
4196,11576,45595,41154,EUR,UK,17-03-2025,3
4197,-10000,1000,910,CAD,UK,24-02-2025,6
4198,6722,14965,14965,USD,IN,02-03-2025,1
4199,34153,27205,27205,INR,AU,01-03-2025,1
4200,40984,10587,10587,EUR,DE,09-03-2025,1
4201,31649,4246,4246,JPY,JP,26-02-2025,1
4202,2814,11502,11502,EUR,UK,08-03-2025,1
4203,-10000,1000,1000,USD,US,06-03-2025,4
4204,23770,33689,33689,AUD,DE,04-03-2025,1
4205,25814,48858,45592,JPY,JP,21-02-2025,3
4206,-4130,413,413,CAD,IN,14-03-2025,4
4207,19560,12527,12527,AUD,UK,22-02-2025,1
4208,30731,17942,17942,GBP,JP,24-02-2025,1
4209,38858,17978,17978,EUR,UK,23-02-2025,1
4210,56359,48950,45859,GBP,JP,20-03-2025,3
4211,-10000,1000,1000,USD,US,05-03-2025,4
4212,43590,2705,2705,EUR,JP,11-03-2025,1
4213,-10000,1000,1000,INR,AU,24-02-2025,4
4214,-10000,1000,930,USD,US,16-03-2025,6
4215,65854,45384,45384,EUR,IN,01-03-2025,1
4216,-10000,1000,1000,EUR,DE,13-03-2025,4
4217,58553,40443,40443,INR,JP,21-03-2025,1
4218,5916,14404,14404,CAD,AU,11-03-2025,1
4219,80834,48214,48214,AUD,UK,10-03-2025,1
4220,-10000,1000,936,CAD,IN,16-03-2025,6
4221,23961,17338,15721,AUD,JP,27-02-2025,3
4222,-10000,1000,1000,EUR,CA,07-03-2025,4
4223,30470,49948,49948,EUR,CA,25-02-2025,1
4224,-10000,1000,1000,CAD,IN,16-03-2025,4
4225,18051,44098,44098,GBP,IN,04-03-2025,1
4226,-4203,420,388,GBP,IN,15-03-2025,6
4227,91558,1483,1483,JPY,IN,21-02-2025,1
4228,10861,21044,21044,EUR,UK,23-02-2025,1
4229,86794,38050,38050,USD,US,14-03-2025,1
4230,-8778,877,877,CAD,US,22-02-2025,4
4231,-10000,1000,1000,USD,AU,17-03-2025,4
4232,54283,15822,15822,USD,UK,14-03-2025,1
4233,-10000,1000,1000,CAD,IN,20-02-2025,4
4234,66945,18468,18468,AUD,UK,16-03-2025,1
4235,22059,17665,17665,CAD,IN,22-02-2025,1
4236,48582,19404,19404,JPY,AU,03-03-2025,1
4237,59019,42175,42175,GBP,IN,28-02-2025,1
4238,106361,15935,14613,GBP,DE,11-03-2025,3
4239,65171,31165,31165,CAD,US,10-03-2025,1
4240,34003,48766,48766,CAD,UK,05-03-2025,1
4241,58131,34582,34582,AUD,JP,26-02-2025,1
4242,54293,10524,10524,JPY,AU,11-03-2025,1
4243,45095,13160,11950,EUR,CA,10-03-2025,3
4244,99503,4733,4733,JPY,AU,25-02-2025,1
4245,19079,1127,1127,USD,IN,15-03-2025,1
4246,32636,29763,27889,EUR,JP,14-03-2025,3
4247,6492,13353,13353,EUR,DE,25-02-2025,1
4248,125904,31603,29198,AUD,AU,23-02-2025,3
4249,16039,46650,46650,JPY,US,14-03-2025,1
4250,39805,35439,35439,JPY,IN,24-02-2025,1
4251,-7004,700,700,INR,JP,18-03-2025,4
4252,12382,46743,46743,AUD,DE,01-03-2025,1
4253,63488,33847,33847,INR,US,04-03-2025,1
